2022-05-15 00:05:19 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 00:05:131 INFO  HomePage :126 - Selecting BirthDate : 20/June/1975 to [[ChromeDriver: chrome on WINDOWS (0764f5e850b554d139a2b84cb7cad103)] -> xpath: //div[@class='date-picker-wrapper']/select[1]] [[ChromeDriver: chrome on WINDOWS (0764f5e850b554d139a2b84cb7cad103)] -> xpath: //div[@class='date-picker-wrapper']/select[2]] [[ChromeDriver: chrome on WINDOWS (0764f5e850b554d139a2b84cb7cad103)] -> xpath: //div[@class='date-picker-wrapper']/select[3]]
2022-05-15 00:05:195 INFO  HomePage :137 - Sending Password Password123 to [[ChromeDriver: chrome on WINDOWS (0764f5e850b554d139a2b84cb7cad103)] -> xpath: //input[@id='Password']]
2022-05-15 00:05:267 INFO  HomePage :142 - Sending Confirm Password Password123 to [[ChromeDriver: chrome on WINDOWS (0764f5e850b554d139a2b84cb7cad103)] -> xpath: //input[@id='ConfirmPassword']]
2022-05-15 00:05:404 INFO  HomePage :147 - Clicking on Register : [[ChromeDriver: chrome on WINDOWS (0764f5e850b554d139a2b84cb7cad103)] -> xpath: //button[@id='register-button']]
2022-05-15 00:05:421 INFO  HomePage :151 - Getting Registration confirm : [[ChromeDriver: chrome on WINDOWS (0764f5e850b554d139a2b84cb7cad103)] -> xpath: //div[contains(text(),'Your registration completed')]]
2022-05-15 00:05:838 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 00:05:657 INFO  HomePage :112 - Clicking on Register Link : [[ChromeDriver: chrome on WINDOWS (32b7ad78b2073230d612ee788edf6e19)] -> xpath: //a[contains(text(),'Register')]]
2022-05-15 00:05:675 INFO  HomePage :98 - Getting Page Header : [[ChromeDriver: chrome on WINDOWS (32b7ad78b2073230d612ee788edf6e19)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-15 00:05:366 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 00:05:259 INFO  HomePage :112 - Clicking on Register Link : [[ChromeDriver: chrome on WINDOWS (bb5a93ccb0933a19b73a2a1558f4d0b0)] -> xpath: //a[contains(text(),'Register')]]
2022-05-15 00:05:326 INFO  HomePage :147 - Clicking on Register : [[ChromeDriver: chrome on WINDOWS (bb5a93ccb0933a19b73a2a1558f4d0b0)] -> xpath: //button[@id='register-button']]
2022-05-15 00:05:343 INFO  HomePage :161 - Getting FirstName Error : [[ChromeDriver: chrome on WINDOWS (bb5a93ccb0933a19b73a2a1558f4d0b0)] -> xpath: //span[@id='FirstName-error']]
2022-05-15 00:05:371 INFO  HomePage :166 - Getting LastName Error : [[ChromeDriver: chrome on WINDOWS (bb5a93ccb0933a19b73a2a1558f4d0b0)] -> xpath: //span[@id='LastName-error']]
2022-05-15 00:05:397 INFO  HomePage :171 - Getting Email Error : [[ChromeDriver: chrome on WINDOWS (bb5a93ccb0933a19b73a2a1558f4d0b0)] -> xpath: //span[@id='Email-error']]
2022-05-15 00:05:421 INFO  HomePage :176 - Getting Password Error : [[ChromeDriver: chrome on WINDOWS (bb5a93ccb0933a19b73a2a1558f4d0b0)] -> xpath: //span[@id='Password-error']]
2022-05-15 00:05:448 INFO  HomePage :181 - Getting Repeat Password Error : [[ChromeDriver: chrome on WINDOWS (bb5a93ccb0933a19b73a2a1558f4d0b0)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-15 00:05:116 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 00:05:568 INFO  HomePage :112 - Clicking on Register Link : [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //a[contains(text(),'Register')]]
2022-05-15 00:05:617 INFO  HomePage :109 - Clicking on Female Gender Radio  : [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //input[@id='gender-female']]
2022-05-15 00:05:687 INFO  HomePage :114 - Sending FirstName  : Baba to [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //input[@id='FirstName']]
2022-05-15 00:05:758 INFO  HomePage :119 - Sending text to FirstName : Ramdev to [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //input[@id='LastName']]
2022-05-15 00:05:872 INFO  HomePage :132 - Sending email babaramdev to [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //input[@id='Email']]
2022-05-15 00:05:56 INFO  HomePage :126 - Selecting BirthDate : 20/June/1975 to [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //div[@class='date-picker-wrapper']/select[1]] [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //div[@class='date-picker-wrapper']/select[2]] [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //div[@class='date-picker-wrapper']/select[3]]
2022-05-15 00:05:119 INFO  HomePage :137 - Sending Password Password123 to [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //input[@id='Password']]
2022-05-15 00:05:192 INFO  HomePage :142 - Sending Confirm Password Password123 to [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //input[@id='ConfirmPassword']]
2022-05-15 00:05:89 INFO  HomePage :147 - Clicking on Register : [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //button[@id='register-button']]
2022-05-15 00:05:103 INFO  HomePage :151 - Getting Registration confirm : [[ChromeDriver: chrome on WINDOWS (74008abfa2c5b22f12ad8540f0142ad9)] -> xpath: //div[contains(text(),'Your registration completed')]]
2022-05-15 00:05:484 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 00:05:708 INFO  HomePage :112 - Clicking on Register Link : [[ChromeDriver: chrome on WINDOWS (6a3e3e6499d89d51e2c1458d8c23dd55)] -> xpath: //a[contains(text(),'Register')]]
2022-05-15 00:05:729 INFO  HomePage :98 - Getting Page Header : [[ChromeDriver: chrome on WINDOWS (6a3e3e6499d89d51e2c1458d8c23dd55)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-15 00:05:404 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 00:05:851 INFO  HomePage :112 - Clicking on Register Link : [[ChromeDriver: chrome on WINDOWS (1a04817acd01d13e05407c5958d17b18)] -> xpath: //a[contains(text(),'Register')]]
2022-05-15 00:05:921 INFO  HomePage :147 - Clicking on Register : [[ChromeDriver: chrome on WINDOWS (1a04817acd01d13e05407c5958d17b18)] -> xpath: //button[@id='register-button']]
2022-05-15 00:05:939 INFO  HomePage :161 - Getting FirstName Error : [[ChromeDriver: chrome on WINDOWS (1a04817acd01d13e05407c5958d17b18)] -> xpath: //span[@id='FirstName-error']]
2022-05-15 00:05:972 INFO  HomePage :166 - Getting LastName Error : [[ChromeDriver: chrome on WINDOWS (1a04817acd01d13e05407c5958d17b18)] -> xpath: //span[@id='LastName-error']]
2022-05-15 00:05:998 INFO  HomePage :171 - Getting Email Error : [[ChromeDriver: chrome on WINDOWS (1a04817acd01d13e05407c5958d17b18)] -> xpath: //span[@id='Email-error']]
2022-05-15 00:05:23 INFO  HomePage :176 - Getting Password Error : [[ChromeDriver: chrome on WINDOWS (1a04817acd01d13e05407c5958d17b18)] -> xpath: //span[@id='Password-error']]
2022-05-15 00:05:46 INFO  HomePage :181 - Getting Repeat Password Error : [[ChromeDriver: chrome on WINDOWS (1a04817acd01d13e05407c5958d17b18)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-15 00:05:719 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 00:05:975 INFO  HomePage :112 - Clicking on Register Link : [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //a[contains(text(),'Register')]]
2022-05-15 00:05:34 INFO  HomePage :109 - Clicking on Female Gender Radio  : [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //input[@id='gender-female']]
2022-05-15 00:05:112 INFO  HomePage :114 - Sending FirstName  : Baba to [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //input[@id='FirstName']]
2022-05-15 00:05:189 INFO  HomePage :119 - Sending text to FirstName : Ramdev to [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //input[@id='LastName']]
2022-05-15 00:05:305 INFO  HomePage :132 - Sending email babaramdev to [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //input[@id='Email']]
2022-05-15 00:05:500 INFO  HomePage :126 - Selecting BirthDate : 20/June/1975 to [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //div[@class='date-picker-wrapper']/select[1]] [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //div[@class='date-picker-wrapper']/select[2]] [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //div[@class='date-picker-wrapper']/select[3]]
2022-05-15 00:05:572 INFO  HomePage :137 - Sending Password Password123 to [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //input[@id='Password']]
2022-05-15 00:05:650 INFO  HomePage :142 - Sending Confirm Password Password123 to [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //input[@id='ConfirmPassword']]
2022-05-15 00:05:730 INFO  HomePage :147 - Clicking on Register : [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //button[@id='register-button']]
2022-05-15 00:05:746 INFO  HomePage :151 - Getting Registration confirm : [[ChromeDriver: chrome on WINDOWS (be06247b05fb868fa5b6668593e66dc3)] -> xpath: //div[contains(text(),'Your registration completed')]]
2022-05-15 01:05:596 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:845 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (efc1595be0b11af82b781960b77ccddd)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:869 INFO  HomePage :70 - Getting page header : [[ChromeDriver: chrome on WINDOWS (efc1595be0b11af82b781960b77ccddd)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 01:05:518 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:926 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (143f45455932fba18f5d3ccf25941255)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:12 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (143f45455932fba18f5d3ccf25941255)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:76 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (143f45455932fba18f5d3ccf25941255)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:507 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (143f45455932fba18f5d3ccf25941255)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:523 INFO  HomePage :75 - Getting Error Message : [[ChromeDriver: chrome on WINDOWS (143f45455932fba18f5d3ccf25941255)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-15 01:05:324 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:743 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (fbfdf760bbcb0cec399a0f1bb7709c90)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:821 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (fbfdf760bbcb0cec399a0f1bb7709c90)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:889 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (fbfdf760bbcb0cec399a0f1bb7709c90)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:279 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (fbfdf760bbcb0cec399a0f1bb7709c90)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:299 INFO  HomePage :80 - Getting LogOut Button Text : Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-15 01:05:172 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:797 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (92efc3de0e7176b2c691ee7874c16048)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:884 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (92efc3de0e7176b2c691ee7874c16048)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:955 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (92efc3de0e7176b2c691ee7874c16048)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:319 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (92efc3de0e7176b2c691ee7874c16048)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:935 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:222 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (973edecf8b2614de34e370a6597c8869)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:248 INFO  HomePage :70 - Getting page header : [[ChromeDriver: chrome on WINDOWS (973edecf8b2614de34e370a6597c8869)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 01:05:951 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:533 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (d2c7bcb36cf8a913ae59a09fccfe8c93)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:644 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (d2c7bcb36cf8a913ae59a09fccfe8c93)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:728 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (d2c7bcb36cf8a913ae59a09fccfe8c93)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:180 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (d2c7bcb36cf8a913ae59a09fccfe8c93)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:199 INFO  HomePage :75 - Getting Error Message : [[ChromeDriver: chrome on WINDOWS (d2c7bcb36cf8a913ae59a09fccfe8c93)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-15 01:05:61 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:625 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (43cfc17ecbd8e59f6d8dbf66f1111fbf)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:724 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (43cfc17ecbd8e59f6d8dbf66f1111fbf)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:806 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (43cfc17ecbd8e59f6d8dbf66f1111fbf)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:585 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (43cfc17ecbd8e59f6d8dbf66f1111fbf)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:605 INFO  HomePage :80 - Getting LogOut Button Text : [[ChromeDriver: chrome on WINDOWS (43cfc17ecbd8e59f6d8dbf66f1111fbf)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 01:05:289 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:278 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (5fe0aa4d692294ab95628cd4c568817d)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:382 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (5fe0aa4d692294ab95628cd4c568817d)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:469 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (5fe0aa4d692294ab95628cd4c568817d)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:127 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (5fe0aa4d692294ab95628cd4c568817d)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:737 INFO  HomePage :86 - Clicking on LogOut Button : [[ChromeDriver: chrome on WINDOWS (5fe0aa4d692294ab95628cd4c568817d)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 01:05:756 INFO  HomePage :65 - Getting on login button text : [[ChromeDriver: chrome on WINDOWS (5fe0aa4d692294ab95628cd4c568817d)] -> xpath: //li/a[contains(text(),'Log in')]]
2022-05-15 01:05:555 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:06 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (d1b23d82e522dc1e79d35450b38f0c79)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:33 INFO  HomePage :70 - Getting page header : [[ChromeDriver: chrome on WINDOWS (d1b23d82e522dc1e79d35450b38f0c79)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 01:05:710 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:127 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (3ebab9bcc4d2851ddbb848498794778b)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:230 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (3ebab9bcc4d2851ddbb848498794778b)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:317 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (3ebab9bcc4d2851ddbb848498794778b)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:717 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (3ebab9bcc4d2851ddbb848498794778b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:734 INFO  HomePage :75 - Getting Error Message : [[ChromeDriver: chrome on WINDOWS (3ebab9bcc4d2851ddbb848498794778b)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-15 01:05:422 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:10 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (9e04bfc4e1eac95df50804f3ada29274)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:120 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (9e04bfc4e1eac95df50804f3ada29274)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:206 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (9e04bfc4e1eac95df50804f3ada29274)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:861 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (9e04bfc4e1eac95df50804f3ada29274)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:878 INFO  HomePage :80 - Getting LogOut Button Text : [[ChromeDriver: chrome on WINDOWS (9e04bfc4e1eac95df50804f3ada29274)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 01:05:553 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:48 INFO  HomePage :107 - Clicking on login Link : [[ChromeDriver: chrome on WINDOWS (ee16956cbd3141c769d19d7fd8a51904)] -> xpath: //a[contains(text(),'Log in')]]
2022-05-15 01:05:153 INFO  HomePage :51 - Sending text to email : [[ChromeDriver: chrome on WINDOWS (ee16956cbd3141c769d19d7fd8a51904)] -> xpath: //input[@id='Email']]
2022-05-15 01:05:239 INFO  HomePage :56 - Sending text to password : [[ChromeDriver: chrome on WINDOWS (ee16956cbd3141c769d19d7fd8a51904)] -> xpath: //input[@id='Password']]
2022-05-15 01:05:937 INFO  HomePage :61 - clicking on login button : [[ChromeDriver: chrome on WINDOWS (ee16956cbd3141c769d19d7fd8a51904)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 01:05:611 INFO  HomePage :86 - Clicking on LogOut Button : [[ChromeDriver: chrome on WINDOWS (ee16956cbd3141c769d19d7fd8a51904)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 01:05:629 INFO  HomePage :65 - Getting on login button text : [[ChromeDriver: chrome on WINDOWS (ee16956cbd3141c769d19d7fd8a51904)] -> xpath: //li/a[contains(text(),'Log in')]]
2022-05-15 01:05:961 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:303 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (9eb7275d08e45e2adb6f781f52c2cdc2)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:344 INFO  HomePage :38 - Getting Page Header [[ChromeDriver: chrome on WINDOWS (9eb7275d08e45e2adb6f781f52c2cdc2)] -> xpath: //h1[contains(text(),'Computers')]]
